id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|T
CPI-SS0398E864A	EPHA2_CAV1	simple:P29317	simple:Q03135	EPHA2	CAV1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D4BE9D37	PTGS2_CAV1	simple:P35354	simple:Q03135	PTGS2	CAV1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0
CPI-SS03666DA7A	GNAI2_CCR5	simple:P04899	simple:P51681	GNAI2	CCR5	False	False	False	user_curated	False	0.0	0.314	0.0	0.291	0.0	0.305	0.0	0.0	0.555	0.0	0.532	0.0	0.546	0.0	0.0	0.054	0.0	0.031	0.0	0.045	0.0	0.0	0.656	0.0	0.633	0.0	0.648	0.0	0.0	0.392	0.0	0.369	0.0	0.383	0.0	0.0	0.649	0.0	0.626	0.0	0.64	0.0	0.0	0.195	0.0	0.172	0.0	0.187	0.0
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	CCL5	CCR5	False	False	False	user_curated	False	0.0	0.052	0.0	0.028	0.0	0.043	0.0	0.0	0.035	0.0	0.012	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.018	0.0	0.033	0.0	0.0	0.033	0.0	0.01	0.0	0.025	0.0	0.0	0.043	0.0	0.02	0.0	0.035	0.0	0.0	0.912	0.0	0.889	0.0	0.904	0.0
CPI-SS0ABB32BF0	CD4_CCR5	simple:P01730	simple:P51681	CD4	CCR5	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.107	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.124	0.0	0.139	0.0	0.0	0.04	0.0	0.016	0.0	0.031	0.0	0.0	0.182	0.0	0.159	0.0	0.173	0.0	0.0	0.084	0.0	0.06	0.0	0.075	0.0
CPI-SS0B9E7D0EC	CCL2_CCR5	simple:P13500	simple:P51681	CCL2	CCR5	False	False	False	user_curated	False	0.0	0.09	0.0	0.067	0.0	0.082	0.0	0.0	0.064	0.0	0.041	0.0	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.05	0.0	0.064	0.0	0.0	0.058	0.0	0.034	0.0	0.049	0.0	0.0	0.073	0.0	0.049	0.0	0.064	0.0	0.0	0.054	0.0	0.03	0.0	0.045	0.0
CPI-SS0C090A257	CCL3_CCR5	simple:P10147	simple:P51681	CCL3	CCR5	False	False	False	user_curated	False	0.0	0.093	0.0	0.07	0.0	0.084	0.0	0.0	0.141	0.0	0.118	0.0	0.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.0	0.301	0.0	0.316	0.0	0.0	0.102	0.0	0.079	0.0	0.094	0.0	0.0	0.497	0.0	0.474	0.0	0.489	0.0	0.0	0.139	0.0	0.116	0.0	0.13	0.0
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	CCL4	CCR5	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.011	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.018	0.0	0.033	0.0	0.0	0.032	0.0	0.008	0.0	0.023	0.0	0.0	0.051	0.0	0.028	0.0	0.042	0.0	0.0	0.392	0.0	0.369	0.0	0.383	0.0
CPI-SS036B7E46C	CCL3L1_CCR5	simple:P16619	simple:P51681	CCL3L1	CCR5	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.0	0.172	0.0	0.187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.0	0.149	0.0	0.163	0.0	0.0	0.17	0.0	0.147	0.0	0.162	0.0	0.0	0.284	0.0	0.261	0.0	0.275	0.0	0.0	0.102	0.0	0.079	0.0	0.094	0.0
CPI-SS05CA2B2B4	S100A4_CCR5	simple:P26447	simple:P51681	S100A4	CCR5	False	False	False	user_curated	False	0.0	0.768	0.0	0.744	0.0	0.759	0.0	0.0	1.572	0.0	1.549	0.0	1.564	0.0	0.0	0.331	0.0	0.308	0.0	0.322	0.0	0.0	1.6	0.0	1.576	0.0	1.591	0.0	0.0	0.695	0.0	0.671	0.0	0.686	0.0	0.0	1.571	0.0	1.548	0.0	1.562	0.0	0.0	1.017	0.0	0.993	0.0	1.008	0.0
CPI-SS0C39D566E	GNAI2_IGF1R	simple:P04899	simple:P08069	GNAI2	IGF1R	False	False	False	user_curated	False	0.304	0.316	0.0	0.31	0.37	0.32	0.301	0.545	0.557	0.0	0.551	0.611	0.56	0.541	0.044	0.056	0.0	0.05	0.11	0.059	0.04	0.646	0.658	0.0	0.652	0.712	0.662	0.643	0.382	0.394	0.0	0.388	0.448	0.398	0.379	0.639	0.651	0.0	0.645	0.705	0.654	0.635	0.185	0.197	0.0	0.191	0.251	0.201	0.182
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.035	0.0	0.029	0.089	0.039	0.02	0.02	0.032	0.0	0.027	0.086	0.036	0.017	0.02	0.031	0.0	0.026	0.086	0.035	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00FD788E8	GNAI2_F2R	simple:P04899	simple:P25116	GNAI2	F2R	False	False	False	user_curated	False	0.301	0.0	0.0	0.293	0.319	0.293	0.394	0.542	0.0	0.0	0.534	0.56	0.534	0.635	0.041	0.0	0.0	0.033	0.059	0.033	0.133	0.643	0.0	0.0	0.635	0.661	0.635	0.736	0.379	0.0	0.0	0.371	0.397	0.371	0.472	0.635	0.0	0.0	0.628	0.654	0.628	0.728	0.182	0.0	0.0	0.174	0.2	0.174	0.275
CPI-SS0AE8C3A27	MMP2_F2R	simple:P08253	simple:P25116	MMP2	F2R	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.014	0.04	0.014	0.114	0.038	0.0	0.0	0.03	0.056	0.03	0.131	0.019	0.0	0.0	0.012	0.038	0.012	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01B37D7D8	ITGA2B_F2R	simple:P08514	simple:P25116	ITGA2B	F2R	False	False	False	user_curated	False	0.031	0.0	0.0	0.023	0.049	0.023	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.009	0.035	0.009	0.11	0.026	0.0	0.0	0.018	0.044	0.018	0.119	0.016	0.0	0.0	0.009	0.035	0.009	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A94DAC37	PRSS2_F2R	simple:P07478	simple:P25116	PRSS2	F2R	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.009	0.035	0.009	0.11	0.016	0.0	0.0	0.009	0.035	0.009	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS072BEC00E	CTSG_F2R	simple:P08311	simple:P25116	CTSG	F2R	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.019	0.045	0.019	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.044	0.07	0.044	0.145	0.116	0.0	0.0	0.108	0.134	0.108	0.209	0.025	0.0	0.0	0.018	0.044	0.018	0.118	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07EA09568	GZMA_F2R	simple:P12544	simple:P25116	GZMA	F2R	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.01	0.036	0.01	0.111	0.266	0.0	0.0	0.259	0.285	0.259	0.359
CPI-SS0A3CA0C16	GNAI2_C5AR1	simple:P04899	simple:P21730	GNAI2	C5AR1	False	False	False	user_curated	False	0.301	0.292	0.0	0.379	0.295	0.598	0.372	0.542	0.533	0.0	0.62	0.536	0.839	0.613	0.041	0.032	0.0	0.118	0.035	0.338	0.112	0.643	0.635	0.0	0.721	0.637	0.94	0.715	0.379	0.37	0.0	0.457	0.373	0.676	0.45	0.636	0.627	0.0	0.713	0.63	0.933	0.707	0.182	0.174	0.0	0.26	0.176	0.479	0.253
CPI-SS027E3D40A	FN1_C5AR1	simple:P02751	simple:P21730	FN1	C5AR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.009	0.0	0.096	0.012	0.315	0.089	0.024	0.015	0.0	0.101	0.018	0.321	0.095	0.017	0.009	0.0	0.095	0.011	0.314	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00581282E	C5_C5AR1	simple:P01031	simple:P21730	C5	C5AR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.024	0.0	0.11	0.026	0.33	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.03	0.0	0.116	0.033	0.336	0.11	0.023	0.014	0.0	0.101	0.017	0.32	0.094	0.031	0.022	0.0	0.108	0.025	0.328	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BAC17AD7	GNAI2_S1PR1	simple:P04899	simple:P21453	GNAI2	S1PR1	False	False	False	user_curated	False	0.335	0.29	0.0	0.288	0.291	0.291	0.409	0.575	0.53	0.0	0.529	0.532	0.532	0.65	0.074	0.029	0.0	0.027	0.03	0.031	0.149	0.677	0.632	0.0	0.63	0.633	0.634	0.751	0.412	0.367	0.0	0.366	0.369	0.369	0.487	0.669	0.624	0.0	0.622	0.625	0.626	0.744	0.216	0.171	0.0	0.169	0.172	0.173	0.29
CPI-SS0DE107E3C	GNAI2_CXCR2	simple:P04899	simple:P25025	GNAI2	CXCR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.287	0.0	0.287	0.0	0.0	0.0	0.0	0.528	0.0	0.527	0.0	0.0	0.0	0.0	0.027	0.0	0.026	0.0	0.0	0.0	0.0	0.629	0.0	0.629	0.0	0.0	0.0	0.0	0.365	0.0	0.365	0.0	0.0	0.0	0.0	0.622	0.0	0.621	0.0	0.0	0.0	0.0	0.168	0.0	0.168	0.0
CPI-SS0C491A3C1	PPBP_CXCR2	simple:P02775	simple:P25025	PPBP	CXCR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.151	0.0	0.151	0.0	0.0	0.0	0.0	0.086	0.0	0.085	0.0	0.0	0.0	0.0	0.181	0.0	0.18	0.0	0.0	0.0	0.0	0.296	0.0	0.295	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.557	0.0	0.557	0.0	0.0	0.0	0.0	0.24	0.0	0.24	0.0
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.007	0.0	0.0	0.0	0.0	0.028	0.0	0.028	0.0	0.0	0.0	0.0	0.011	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	CXCL2	CXCR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.044	0.0	0.0	0.0	0.0	0.076	0.0	0.075	0.0	0.0	0.0	0.0	0.044	0.0	0.043	0.0	0.0	0.0	0.0	0.353	0.0	0.353	0.0	0.0	0.0	0.0	0.122	0.0	0.122	0.0	0.0	0.0	0.0	0.048	0.0	0.047	0.0
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.023	0.0	0.023	0.0	0.0	0.0	0.0	0.025	0.0	0.024	0.0	0.0	0.0	0.0	0.079	0.0	0.078	0.0	0.0	0.0	0.0	0.053	0.0	0.053	0.0	0.0	0.0	0.0	0.154	0.0	0.153	0.0	0.0	0.0	0.0	0.091	0.0	0.09	0.0	0.0	0.0	0.0	0.08	0.0	0.079	0.0
CPI-SS0C2B9C062	MIF_CXCR2	simple:P14174	simple:P25025	MIF	CXCR2	False	False	False	user_curated	False	0.0	0.0	0.0	0.672	0.0	0.672	0.0	0.0	0.0	0.0	0.665	0.0	0.665	0.0	0.0	0.0	0.0	0.309	0.0	0.309	0.0	0.0	0.0	0.0	0.661	0.0	0.66	0.0	0.0	0.0	0.0	1.009	0.0	1.008	0.0	0.0	0.0	0.0	0.596	0.0	0.595	0.0	0.0	0.0	0.0	0.743	0.0	0.742	0.0
CPI-SS001BAA737	CD74_CXCR2	simple:P04233	simple:P25025	CD74	CXCR2	False	False	False	user_curated	False	0.0	0.0	0.0	1.537	0.0	1.537	0.0	0.0	0.0	0.0	2.021	0.0	2.021	0.0	0.0	0.0	0.0	0.148	0.0	0.148	0.0	0.0	0.0	0.0	1.27	0.0	1.269	0.0	0.0	0.0	0.0	1.026	0.0	1.025	0.0	0.0	0.0	0.0	1.229	0.0	1.229	0.0	0.0	0.0	0.0	0.555	0.0	0.555	0.0
CPI-SS08D8EC856	GNAI2_FPR1	simple:P04899	simple:P21462	GNAI2	FPR1	False	False	False	user_curated	False	0.0	0.298	0.0	0.307	0.288	0.329	0.315	0.0	0.539	0.0	0.548	0.529	0.57	0.556	0.0	0.038	0.0	0.047	0.028	0.068	0.054	0.0	0.64	0.0	0.649	0.63	0.671	0.657	0.0	0.376	0.0	0.385	0.366	0.407	0.393	0.0	0.633	0.0	0.642	0.623	0.663	0.649	0.0	0.179	0.0	0.188	0.169	0.21	0.196
CPI-SS0F739D3DB	ANXA1_FPR1	simple:P04083	simple:P21462	ANXA1	FPR1	False	False	False	user_curated	False	0.0	0.285	0.0	0.294	0.275	0.315	0.302	0.0	1.092	0.0	1.102	1.083	1.123	1.109	0.0	0.298	0.0	0.308	0.289	0.329	0.315	0.0	1.362	0.0	1.371	1.352	1.393	1.379	0.0	1.03	0.0	1.039	1.02	1.061	1.047	0.0	1.38	0.0	1.389	1.37	1.41	1.396	0.0	0.758	0.0	0.767	0.748	0.789	0.775
CPI-SS09BED5DD4	GNAI2_TBXA2R	simple:P04899	simple:P21731	GNAI2	TBXA2R	False	False	False	user_curated	False	0.0	0.288	0.0	0.0	0.29	0.286	0.0	0.0	0.529	0.0	0.0	0.531	0.526	0.0	0.0	0.028	0.0	0.0	0.03	0.025	0.0	0.0	0.63	0.0	0.0	0.632	0.628	0.0	0.0	0.366	0.0	0.0	0.368	0.363	0.0	0.0	0.623	0.0	0.0	0.625	0.62	0.0	0.0	0.169	0.0	0.0	0.171	0.167	0.0
CPI-SS0DE6FCF38	GNAI2_ADCY7	simple:P04899	simple:P51828	GNAI2	ADCY7	False	False	False	user_curated	False	0.0	0.395	0.357	0.392	0.302	0.373	0.314	0.0	0.636	0.598	0.633	0.543	0.614	0.555	0.0	0.135	0.097	0.132	0.042	0.113	0.054	0.0	0.737	0.7	0.734	0.645	0.715	0.656	0.0	0.473	0.435	0.47	0.38	0.451	0.392	0.0	0.73	0.692	0.727	0.637	0.708	0.649	0.0	0.276	0.239	0.273	0.183	0.254	0.195
CPI-SS0CA4C783F	GNAI2_S1PR3	simple:P04899	simple:Q99500	GNAI2	S1PR3	False	False	False	user_curated	False	0.0	0.0	0.0	0.327	0.287	0.34	0.0	0.0	0.0	0.0	0.568	0.528	0.581	0.0	0.0	0.0	0.0	0.067	0.027	0.08	0.0	0.0	0.0	0.0	0.669	0.629	0.682	0.0	0.0	0.0	0.0	0.405	0.365	0.418	0.0	0.0	0.0	0.0	0.662	0.621	0.675	0.0	0.0	0.0	0.0	0.208	0.168	0.221	0.0
CPI-SS091AAE861	GNAI2_S1PR5	simple:P04899	simple:Q9H228	GNAI2	S1PR5	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.323	0.0	0.0	0.0	0.0	0.0	0.0	0.564	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.665	0.0	0.0	0.0	0.0	0.0	0.0	0.401	0.0	0.0	0.0	0.0	0.0	0.0	0.657	0.0	0.0	0.0	0.0	0.0	0.0	0.204
CPI-SS03BD27349	GNAI2_LPAR3	simple:P04899	simple:Q9UBY5	GNAI2	LPAR3	False	False	False	user_curated	False	0.305	0.0	0.0	0.0	0.0	0.0	0.0	0.546	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.647	0.0	0.0	0.0	0.0	0.0	0.0	0.383	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.186	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03D3108AE	NRP1_ALCAM	simple:O14786	simple:Q13740	NRP1	ALCAM	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.178	0.0	0.095	0.119	0.075	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.074	0.171	0.0	0.088	0.113	0.069	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	CD6	ALCAM	False	False	False	user_curated	False	0.082	0.179	0.0	0.096	0.121	0.077	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.168	0.0	0.085	0.109	0.065	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.167	0.0	0.084	0.109	0.065	0.035	0.258	0.356	0.0	0.273	0.297	0.253	0.224
CPI-SS0E873DD1D	S100A9_ALCAM	simple:P06702	simple:Q13740	S100A9	ALCAM	False	False	False	user_curated	False	0.484	0.582	0.0	0.499	0.524	0.479	0.45	1.051	1.149	0.0	1.066	1.09	1.046	1.017	0.325	0.422	0.0	0.339	0.364	0.32	0.29	2.774	2.871	0.0	2.788	2.813	2.769	2.739	0.22	0.318	0.0	0.235	0.26	0.215	0.186	2.677	2.774	0.0	2.691	2.716	2.672	2.643	0.526	0.623	0.0	0.54	0.565	0.521	0.491
CPI-SS0990BCA45	S100B_ALCAM	simple:P04271	simple:Q13740	S100B	ALCAM	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.169	0.0	0.086	0.111	0.066	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.168	0.0	0.085	0.11	0.065	0.036	0.074	0.172	0.0	0.089	0.113	0.069	0.04	0.068	0.166	0.0	0.083	0.107	0.063	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03B60356D	VWF_LRP1	simple:P04275	simple:Q07954	VWF	LRP1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.107	0.169	0.005	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.107	0.169	0.005	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.105	0.167	0.003	0.251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00BC1D7B7	LRPAP1_LRP1	simple:P30533	simple:Q07954	LRPAP1	LRP1	False	False	False	user_curated	False	0.0	0.053	0.122	0.184	0.02	0.267	0.0	0.0	0.266	0.335	0.397	0.232	0.48	0.0	0.0	0.39	0.458	0.52	0.356	0.604	0.0	0.0	0.277	0.346	0.408	0.244	0.492	0.0	0.0	0.202	0.27	0.332	0.168	0.416	0.0	0.0	0.265	0.334	0.396	0.232	0.479	0.0	0.0	0.073	0.142	0.204	0.039	0.287	0.0
CPI-SS01C1F9BD5	APP_LRP1	simple:P05067	simple:Q07954	APP	LRP1	False	False	False	user_curated	False	0.0	0.059	0.127	0.189	0.025	0.273	0.0	0.0	0.23	0.299	0.361	0.197	0.444	0.0	0.0	0.093	0.162	0.224	0.059	0.307	0.0	0.0	0.338	0.407	0.469	0.305	0.552	0.0	0.0	0.223	0.292	0.354	0.19	0.437	0.0	0.0	0.247	0.316	0.378	0.214	0.461	0.0	0.0	0.051	0.12	0.182	0.018	0.265	0.0
CPI-SS07BD289CC	C3_LRP1	simple:P01024	simple:Q07954	C3	LRP1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.109	0.171	0.006	0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.106	0.168	0.003	0.251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CA60658F	CALR_LRP1	simple:P27797	simple:Q07954	CALR	LRP1	False	False	False	user_curated	False	0.0	0.303	0.371	0.433	0.269	0.517	0.0	0.0	0.39	0.459	0.521	0.357	0.605	0.0	0.0	0.629	0.698	0.76	0.596	0.843	0.0	0.0	0.507	0.576	0.638	0.474	0.721	0.0	0.0	0.692	0.761	0.823	0.659	0.906	0.0	0.0	0.433	0.501	0.563	0.399	0.647	0.0	0.0	0.208	0.277	0.339	0.175	0.422	0.0
CPI-SS05D25E16C	LDLR_LRP1	simple:P01130	simple:Q07954	LDLR	LRP1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.141	0.203	0.039	0.287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.226	0.288	0.124	0.372	0.0	0.0	0.107	0.175	0.237	0.073	0.321	0.0	0.0	0.141	0.21	0.272	0.108	0.355	0.0	0.0	0.103	0.172	0.234	0.069	0.317	0.0
CPI-SS0B2A7EE22	THBS1_LRP1	simple:P07996	simple:Q07954	THBS1	LRP1	False	False	False	user_curated	False	0.0	0.1	0.168	0.23	0.066	0.314	0.0	0.0	0.049	0.117	0.179	0.015	0.263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.136	0.198	0.034	0.281	0.0	0.0	0.047	0.116	0.178	0.014	0.262	0.0	0.0	0.061	0.13	0.192	0.028	0.276	0.0	0.0	0.071	0.14	0.202	0.038	0.286	0.0
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	MDK	LRP1	False	False	False	user_curated	False	0.0	0.047	0.116	0.178	0.014	0.262	0.0	0.0	0.039	0.108	0.17	0.005	0.253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.117	0.179	0.015	0.262	0.0	0.0	0.078	0.146	0.208	0.044	0.292	0.0	0.0	0.052	0.121	0.183	0.019	0.266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01611BFB1	HSPG2_LRP1	simple:P98160	simple:Q07954	HSPG2	LRP1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.112	0.174	0.01	0.258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.108	0.17	0.006	0.253	0.0	0.0	0.062	0.131	0.192	0.028	0.276	0.0	0.0	0.04	0.109	0.171	0.006	0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02732F2A4	TFPI_LRP1	simple:P10646	simple:Q07954	TFPI	LRP1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.107	0.169	0.005	0.253	0.0	0.0	0.226	0.295	0.357	0.193	0.441	0.0	0.0	0.043	0.112	0.174	0.009	0.257	0.0	0.0	0.262	0.33	0.392	0.228	0.476	0.0	0.0	0.048	0.117	0.179	0.015	0.262	0.0	0.0	0.112	0.181	0.243	0.078	0.326	0.0
CPI-SS0D47CF8AB	F8_LRP1	simple:P00451	simple:Q07954	F8	LRP1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.107	0.169	0.005	0.252	0.0	0.0	0.044	0.112	0.174	0.01	0.258	0.0	0.0	0.042	0.111	0.173	0.009	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
