id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B|B	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	Ery|B	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS058C922AB	UBC_RIPK1	simple:P0CG48	simple:Q13546	UBC	RIPK1	False	False	False	user_curated	False	0.061			1.752																																			1.584							1.723				
CPI-SS0F2C438C9	CALM1_KCNQ1	simple:P0DP23	simple:P51787	CALM1	KCNQ1	False	False	False	user_curated	False	0.061												0.305							0.932							0.322																							
CPI-SS005838C52	ADRB2_UBC	simple:P07550	simple:P0CG48	ADRB2	UBC	False	False	False	user_curated	False	0.061																																				1.659					1.491	1.63							
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	False	False	False	user_curated	False	0.061																			0.938							0.84							0.998																
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ADORA2A	NAMPT	False	False	False	user_curated	False	0.082																	1.056	0.258													1.045	0.247																	
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	False	False	False	user_curated	False	0.082																																									0.829	0.693						0.718	0.582
CPI-SS0570EC655	HLA-DQA1_LAG3	simple:P01909	simple:P18627	HLA-DQA1	LAG3	False	False	False	user_curated	False	0.082																								0.116				0.171			0.164				0.219														
CPI-SS0BBBF52FB	FCGRT_CD300E	simple:P55899	simple:Q496F6	FCGRT	CD300E	False	False	False	user_curated	False	0.082										0.286		0.662																			0.701		1.077																
CPI-SS00B6953AD	RPS27A_SMAD3	simple:P62979	simple:P84022	RPS27A	SMAD3	False	False	False	user_curated	False	0.082								1.461		1.688																			1.613		1.84																		
CPI-SS075296A07	JAML_CD320	simple:Q86YT9	simple:Q9NPF0	JAML	CD320	False	False	False	user_curated	False	0.082																0.202														0.307				0.362	0.361														
CPI-SS00991FC19	TGFB1_SMAD3	simple:P01137	simple:P84022	TGFB1	SMAD3	False	False	False	user_curated	False	0.082																																				0.714		0.942					0.604		0.831				
CPI-SS088EBBFD8	ADCY7_GNAS	simple:P51828	simple:Q5JWF2	ADCY7	GNAS	False	False	False	user_curated	False	0.082									0.71				0.781																								0.742				0.812								
CPI-SS0B14D8296	PTGDR_GNAS	simple:Q13258	simple:Q5JWF2	PTGDR	GNAS	False	False	False	user_curated	False	0.082																																					0.814				0.884			0.77				0.841	
CPI-SS06807FE55	MET_CD44	simple:P08581	simple:P16070	MET	CD44	False	False	False	user_curated	False	0.082																													0.517			0.743		0.623	0.67														
CPI-SS09ED670BE	HLA-DRA_CD9	simple:P01903	simple:P21926	HLA-DRA	CD9	False	False	False	user_curated	False	0.082			2.024														1.024							0.882							1.027																		
CPI-SS018F97017	VCAN_SELL	simple:P13611	simple:P14151	VCAN	SELL	False	False	False	user_curated	False	0.082															0.684					0.944									1.205					1.464															
CPI-SS0964D6C2E	ADRB2_CXCR4	simple:P07550	simple:P61073	ADRB2	CXCR4	False	False	False	user_curated	False	0.082																																				1.106				0.577	0.833	1.015							
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	CCL3	CCR1	False	False	False	user_curated	False	0.082																	0.318		0.381												0.157		0.219																
CPI-SS04A88BD66	ARPC5_LDLR	simple:O15511	simple:P01130	ARPC5	LDLR	False	False	False	user_curated	False	0.082			0.179		0.182																																								0.229		0.232		
CPI-SS0102552D8	HLA-DQB1_LAG3	simple:P01920	simple:P18627	HLA-DQB1	LAG3	False	False	False	user_curated	False	0.082																	0.384				0.439										0.265				0.32														
CPI-SS0D4C221B8	ICAM1_AREG	simple:P05362	simple:P15514	ICAM1	AREG	False	False	False	user_curated	False	0.082																	0.177	0.175																				0.284	0.281										
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	HGF	CD44	False	False	False	user_curated	False	0.082															0.497			0.722		0.602	0.649																												
CPI-SS0EDD3F6A8	HLA-DPB1_NRG1	simple:P04440	simple:Q02297	HLA-DPB1	NRG1	False	False	False	user_curated	False	0.082					1.59														0.768							0.598							0.336																
CPI-SS04ACBDE69	CD6_HBEGF	simple:P30203	simple:Q99075	CD6	HBEGF	False	False	False	user_curated	False	0.082																																						0.611		0.585					0.806		0.779		
CPI-SS02ADEAD6B	TGFB1_THBS1	simple:P01137	simple:P07996	TGFB1	THBS1	False	False	False	user_curated	False	0.082																																						0.825		1.055					0.715		0.945		
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	LGALS9	HAVCR2	False	False	False	user_curated	False	0.082																	0.589			0.447											0.55			0.409															
CPI-SS002DF6C31	LGALS9_SLC1A5	simple:O00182	simple:Q15758	LGALS9	SLC1A5	False	False	False	user_curated	False	0.082																0.598	0.354													0.559	0.316																		
CPI-SS048346C2B	LGALS9_MRC2	simple:O00182	simple:Q9UBG0	LGALS9	MRC2	False	False	False	user_curated	False	0.082																0.414		0.442												0.376		0.403																	
CPI-SS06A7159A8	CD69_KLRB1	simple:Q07108	simple:Q12918	CD69	KLRB1	False	False	False	user_curated	False	0.082						1.658	0.859																																									2.03	1.23
CPI-SS08BEDE459	CD4_IL16	simple:P01730	simple:Q14005	CD4	IL16	False	False	False	user_curated	False	0.082															0.254		0.237			0.29	0.277																												
CPI-SS0C78C21A5	FYN_SPN	simple:P06241	simple:P16150	FYN	SPN	False	False	False	user_curated	False	0.082																							0.299							0.418							0.573							0.533					
CPI-SS04F0C53CB	SIRPA_CD69	simple:P78324	simple:Q07108	SIRPA	CD69	False	False	False	user_curated	False	0.082															0.825						1.196								0.893						1.264														
CPI-SS01DB03813	LDLR_HSPA8	simple:P01130	simple:P11142	LDLR	HSPA8	False	False	False	user_curated	False	0.082																0.596		0.48												0.599		0.483																	
CPI-SS0883C0DFB	ITGA5_ENG	simple:P08648	simple:P17813	ITGA5	ENG	False	False	False	user_curated	False	0.082																0.405							0.216							0.248							0.196												
CPI-SS0679ACC58	TLR4_RETN	simple:O00206	simple:Q9HD89	TLR4	RETN	False	False	False	user_curated	False	0.082																	0.272		0.446												0.443		0.617																
CPI-SS05232CAF9	ITGB2_SPON2	simple:P05107	simple:Q9BUD6	ITGB2	SPON2	False	False	False	user_curated	False	0.082																																						0.759	0.794		1.362	0.863							
CPI-SS067A102C6	RPSA_DUSP18	simple:P08865	simple:Q8NEJ0	RPSA	DUSP18	False	False	False	user_curated	False	0.082										1.17							1.316							1.485							1.053																		
CPI-SS028246358	TLR4_RPS27A	simple:O00206	simple:P62979	TLR4	RPS27A	False	False	False	user_curated	False	0.082																1.419			1.571											1.589			1.741																
CPI-SS0085E97CC	PLAUR_PLGRKT	simple:Q03405	simple:Q9HBL7	PLAUR	PLGRKT	False	False	False	user_curated	False	0.082															0.948	0.926	0.943	0.932																															
CPI-SS0A48643FF	LAT_SYK	simple:O43561	simple:P43405	LAT	SYK	False	False	False	user_curated	False	0.082															0.171							0.162														0.343							0.336						
CPI-SS086F711C7	CD36_S100A12	simple:P16671	simple:P80511	CD36	S100A12	False	False	False	user_curated	False	0.082										1.394							0.749														1.155		1.998																
CPI-SS03F4C1D48	LDLR_RPS27A	simple:P01130	simple:P62979	LDLR	RPS27A	False	False	False	user_curated	False	0.082																1.414			1.566											1.417			1.569																
CPI-SS00EC73CED	ITGA4_SPON2	simple:P13612	simple:Q9BUD6	ITGA4	SPON2	False	False	False	user_curated	False	0.082																	0.45	0.486		1.053	0.554																												
CPI-SS07873619C	CD8A_LCK	simple:P01732	simple:P06239	CD8A	LCK	False	False	False	user_curated	False	0.082																																									0.48	0.425						0.895	0.839
CPI-SS023C5999D	ENG_FAM126B	simple:P17813	simple:Q8IXS8	ENG	FAM126B	False	False	False	user_curated	False	0.102								0.178	0.145	0.22	0.172		0.175																																				
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	CD72	SEMA4D	False	False	False	user_curated	False	0.102		0.12	0.153	0.146		0.238	0.191																																										
CPI-SS0D3BA6E81	CD4_HLA-DMB	simple:P01730	simple:P28068	CD4	HLA-DMB	False	False	False	user_curated	False	0.102															0.734		0.382	0.243	0.352														0.281																
CPI-SS0BCA51CFE	MS4A1_CD82	simple:P11836	simple:P27701	MS4A1	CD82	False	False	False	user_curated	False	0.102	1.128	1.237	1.099	1.334	1.142																																												
CPI-SS043BB29C6	ENG_RGS19	simple:P17813	simple:P49795	ENG	RGS19	False	False	False	user_curated	False	0.102								0.17		0.229	0.156	0.169	0.284																																				
CPI-SS04F2DB78D	CD99_PILRB	simple:P14209	simple:Q9UKJ0	CD99	PILRB	False	False	False	user_curated	False	0.102																																				0.75	0.705		0.703		0.831	0.732							
CPI-SS0EA42D5F1	HLA-DRB1_LAG3	simple:P01911	simple:P18627	HLA-DRB1	LAG3	False	False	False	user_curated	False	0.122																	0.971				1.026			0.772				0.827			0.856				0.911														
CPI-SS09F710BA3	TLR4_UBC	simple:O00206	simple:P0CG48	TLR4	UBC	False	False	False	user_curated	False	0.122															1.548					1.38	1.519								1.719					1.551	1.69														
CPI-SS03796A3C1	LRPAP1_CD320	simple:P30533	simple:Q9NPF0	LRPAP1	CD320	False	False	False	user_curated	False	0.122									0.197							0.196							0.198							0.132							0.368							0.203					
CPI-SS01932FE38	LDLR_UBC	simple:P01130	simple:P0CG48	LDLR	UBC	False	False	False	user_curated	False	0.122															1.544					1.376	1.515								1.547					1.379	1.518														
CPI-SS0BCCD2FAD	RXRA_FABP5	simple:P19793	simple:Q01469	RXRA	FABP5	False	False	False	user_curated	False	0.122									0.183		0.325	0.29																		0.144		0.286	0.25																
CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	CD6	ALCAM	False	False	False	user_curated	False	0.122																																						0.234	0.215	0.271					0.429	0.41	0.466		
CPI-SS07A55EDCB	ARF6_PLD1	simple:P62330	simple:Q13393	ARF6	PLD1	False	False	False	user_curated	False	0.122																															0.863	0.73	0.84					0.739	0.606	0.716									
CPI-SS0FDCCF145	KLRB1_CLEC2B	simple:Q12918	simple:Q92478	KLRB1	CLEC2B	False	False	False	user_curated	False	0.122																																						1.547		1.375	1.722				0.747		0.575	0.923	
CPI-SS0419B80C4	LGALS9_LRP1	simple:O00182	simple:Q07954	LGALS9	LRP1	False	False	False	user_curated	False	0.122																0.333	0.553		0.589											0.294	0.515		0.55																
CPI-SS019D8BD0F	TGFBR2_RPS27A	simple:P37173	simple:P62979	TGFBR2	RPS27A	False	False	False	user_curated	False	0.122		1.444			1.596																		1.393			1.545																		1.504			1.656		
CPI-SS0BDEDE435	FCN1_LRP1	simple:O00602	simple:Q07954	FCN1	LRP1	False	False	False	user_curated	False	0.122																1.068	1.289		1.324											1.446	1.667		1.702																
CPI-SS0565456DB	HMMR_CALM1	simple:O75330	simple:P0DP23	HMMR	CALM1	False	False	False	user_curated	False	0.122									0.504	1.132	0.521					0.44	1.067	0.456																															
CPI-SS062A16D80	CD4_HLA-DQA1	simple:P01730	simple:P01909	CD4	HLA-DQA1	False	False	False	user_curated	False	0.122															1.054		0.571	0.231	0.279													0.16	0.209																
CPI-SS0EFBB65F4	KCNN4_CALM1	simple:O15554	simple:P0DP23	KCNN4	CALM1	False	False	False	user_curated	False	0.122									0.369	0.997	0.386					0.57	1.197	0.587																															
CPI-SS0B8685246	MS4A1_CD53	simple:P11836	simple:P19397	MS4A1	CD53	False	False	False	user_curated	False	0.122	1.215		1.479	1.098	1.234	1.287	1.238																																										
CPI-SS0C3DB97D7	THBS1_SLC7A5	simple:P07996	simple:Q01650	THBS1	SLC7A5	False	False	False	user_curated	False	0.122																0.395				0.294	0.321									0.625				0.524	0.551														
CPI-SS0E0415BE3	NUCB2_ERAP1	simple:P80303	simple:Q9NZ08	NUCB2	ERAP1	False	False	False	user_curated	False	0.122									0.372	0.467	0.409																			0.188	0.282	0.224																	
CPI-SS019B0C6B8	CD82_HBEGF	simple:P27701	simple:Q99075	CD82	HBEGF	False	False	False	user_curated	False	0.122					0.648					0.784		0.757							0.619							0.854							0.661																
CPI-SS07A876CEC	INSR_ARF1	simple:P06213	simple:P84077	INSR	ARF1	False	False	False	user_curated	False	0.122													0.58	0.561						0.653	0.634													0.544	0.524														
CPI-SS01B2A39E8	TMEM167A_CD320	simple:Q8TBQ9	simple:Q9NPF0	TMEM167A	CD320	False	False	False	user_curated	False	0.122									0.239							0.199							0.146							0.324							0.155							0.141					
CPI-SS09754FBDE	TGFB1_TGFBR2	simple:P01137	simple:P37173	TGFB1	TGFBR2	False	False	False	user_curated	False	0.122																																				0.697			0.647			0.758	0.586			0.536			0.647
CPI-SS074C7086D	TYROBP_TREM1	simple:O43914	simple:Q9NP99	TYROBP	TREM1	False	False	False	user_curated	False	0.122																			1.362					0.316		0.502							1.703							1.312							0.406		
CPI-SS054E39503	LRPAP1_SORL1	simple:P30533	simple:Q92673	LRPAP1	SORL1	False	False	False	user_curated	False	0.122											0.386							0.385							0.387							0.321							0.557							0.392			
CPI-SS0737C4A81	ATP5F1B_TOR2A	simple:P06576	simple:Q8N2E6	ATP5F1B	TOR2A	False	False	False	user_curated	False	0.122									0.492	0.525																											0.406	0.439						0.23	0.263				
CPI-SS0B18FF3DC	INSR_NAMPT	simple:P06213	simple:P43490	INSR	NAMPT	False	False	False	user_curated	False	0.122										1.101	0.303						1.174	0.376													1.065	0.267																	
CPI-SS0FE6BB5FD	IL1B_SIGIRR	simple:P01584	simple:Q6IA17	IL1B	SIGIRR	False	False	False	user_curated	False	0.122																						0.165	0.108		0.181	0.141	0.312	0.291																					
CPI-SS00436C0C1	IL4R_IL2RG	simple:P24394	simple:P31785	IL4R	IL2RG	False	False	False	user_curated	False	0.122	0.378	0.166	0.317	0.29		0.926	0.643																																										
CPI-SS0030F688B	UBC_SMAD3	simple:P0CG48	simple:P84022	UBC	SMAD3	False	False	False	user_curated	False	0.122	1.591		1.818																																	1.423		1.65					1.562		1.789				
CPI-SS00DCCF9BE	NOTCH1_YBX1	simple:P46531	simple:P67809	NOTCH1	YBX1	False	False	False	user_curated	False	0.122																1.184				0.631			1.171				0.618										1.194				0.641								
CPI-SS0FC9B5203	ENG_ZYX	simple:P17813	simple:Q15942	ENG	ZYX	False	False	False	user_curated	False	0.122								0.176		0.356	0.409	0.439	0.22	0.254																																			
CPI-SS05C93D8AD	ENG_SMAP1	simple:P17813	simple:Q8IYB5	ENG	SMAP1	False	False	False	user_curated	False	0.143								0.184	0.173	0.43	0.18	0.305	0.254	0.177																																			
CPI-SS019E5B007	HLA-B_CD3D	simple:P01889	simple:P04234	HLA-B	CD3D	False	False	False	user_curated	False	0.143						1.717							0.544							1.751							1.255							1.704							2.083							1.969	
CPI-SS03B36CA94	CALM3_AQP1	simple:P0DP25	simple:P29972	CALM3	AQP1	False	False	False	user_curated	False	0.143		0.338							0.758							0.659							0.373							0.595							0.475							0.43					
CPI-SS05FC22EFD	CD4_HLA-DMA	simple:P01730	simple:P28067	CD4	HLA-DMA	False	False	False	user_curated	False	0.143															0.764	0.208	0.553	0.428	0.454												0.482		0.383																
CPI-SS04F3EAB7D	KLRC1_B2M	simple:P26715	simple:P61769	KLRC1	B2M	False	False	False	user_curated	False	0.143																																				2.45	1.487	2.389	2.066	2.359	2.822	2.741							
CPI-SS0153B8D92	CD3G_B2M	simple:P09693	simple:P61769	CD3G	B2M	False	False	False	user_curated	False	0.143																																				2.215	1.252	2.154	1.831	2.124	2.586	2.506							
CPI-SS09A6C6303	CD44_EPCAM	simple:P16070	simple:P16422	CD44	EPCAM	False	False	False	user_curated	False	0.143		0.568							0.306							0.875							0.794							0.995							0.673							0.72					
