gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Gran	HSPC	Mono	NK	T
GPC4	O75487	False	GPC4_HUMAN		CPI-SS078762D32	0.005	0.006	0.0	0.0	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0A31FDB2B	0.006	0.249	0.349	0.022	0.553	0.004	0.006
PROS1	P07225	False	PROS1_HUMAN		CPI-SS09C4988F8	0.005	0.0	0.0	0.0	0.0	0.0	0.0
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS08678B128	0.152	0.367	0.234	0.17	0.088	0.086	0.093
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0AE8528B2	0.006	0.249	0.349	0.022	0.553	0.004	0.006
FN1	P02751	False	FN1_HUMAN		CPI-SS0EAB0009F	0.01	0.0	0.0	0.004	0.025	0.002	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS00C01BC3E	0.558	0.808	1.015	0.959	0.957	0.823	0.771
MET	P08581	False	MET_HUMAN		CPI-SS06807FE55	0.0	0.0	0.0	0.002	0.019	0.002	0.001
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0A182679F	0.013	0.01	0.0	0.0	0.0	0.0	0.001
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS02341850C	0.01	0.042	0.0	0.005	0.002	0.008	0.012
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS0FBA87D93	0.0	0.0	0.038	0.02	0.014	0.0	0.0
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS067FB30D1	0.0	0.0	0.0	0.002	0.0	0.006	0.009
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0D4B1A2EB	0.019	0.0	0.0	0.001	0.0	0.004	0.024
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS0003E9638	0.0	0.007	0.0	0.003	0.002	0.144	0.097
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS04AAB151C	0.075	0.157	0.229	0.208	0.293	0.257	0.097
LPL	P06858	False	LPL_HUMAN		CPI-SS0D4673F2B	0.0	0.0	0.0	0.0	0.003	0.0	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0703338F5	0.099	0.233	0.19	0.256	0.289	0.069	0.026
MMP9	P14780	False	MMP9_HUMAN		CPI-SS066C66704	0.015	0.0	0.0	0.0	0.012	0.004	0.007
CLDN7	O95471	False	CLDN7_HUMAN		CPI-SS0E34539EB	0.0	0.0	0.0	0.002	0.0	0.001	0.002
VIM	P08670	False	VIM_HUMAN		CPI-SS0BCAB7F53	1.099	1.361	1.603	1.22	1.573	0.593	1.124
SRGN	P10124	False	SRGN_HUMAN		CPI-SS044410085	0.431	0.921	1.543	0.702	1.495	1.21	1.227
VCAN	P13611	False	VCAN_HUMAN		CPI-SS010B52BDD	0.0	0.271	0.731	0.016	1.119	0.005	0.002
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.0	0.029	0.091	0.041	0.023	0.001	0.0
PKM	P14618	False	PKM_HUMAN		CPI-SS020F28ACA	0.165	0.425	0.817	0.405	0.849	0.108	0.114
TIMP2	P16035	False	TIMP2_HUMAN		CPI-SS0E3AD9C57	0.018	0.35	0.443	0.209	0.609	0.007	0.01
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.006	0.249	0.349	0.022	0.553	0.004	0.006
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0A53B10C5	0.015	0.0	0.0	0.0	0.012	0.004	0.007
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS08ED148A9	0.344	0.134	0.156	0.242	0.361	0.312	0.361
APP	P05067	False	APP_HUMAN		CPI-SS0C07D783B	0.079	0.651	0.214	0.346	0.28	0.0	0.036
TFPI	P10646	False	TFPI_HUMAN		CPI-SS0952204AA	0.004	0.086	0.02	0.376	0.051	0.001	0.001
PLAU	P00749	False	PLAU_HUMAN		CPI-SS07460D480	0.005	0.087	0.028	0.021	0.022	0.001	0.001
LPL	P06858	False	LPL_HUMAN		CPI-SS0B5C3984C	0.0	0.0	0.0	0.0	0.003	0.0	0.0
APOE	P02649	False	APOE_HUMAN		CPI-SS0A977E10A	0.005	0.0	0.0	0.002	0.006	0.003	0.007
APOC1	P02654	False	APOC1_HUMAN		CPI-SS057D7BC43	0.005	0.0	0.034	0.0	0.001	0.001	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS054E39503	0.344	0.134	0.156	0.242	0.361	0.312	0.361
APP	P05067	False	APP_HUMAN		CPI-SS07ACDDCD6	0.079	0.651	0.214	0.346	0.28	0.0	0.036
MDK	P21741	False	MDK_HUMAN		CPI-SS083CBFACD	0.0	0.143	0.0	0.186	0.021	0.03	0.011
APOE	P02649	False	APOE_HUMAN		CPI-SS0C38268C2	0.005	0.0	0.0	0.002	0.006	0.003	0.007
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS0D5D83679	0.344	0.134	0.156	0.242	0.361	0.312	0.361
APOE	P02649	False	APOE_HUMAN		CPI-SS0B9BDF9EA	0.005	0.0	0.0	0.002	0.006	0.003	0.007
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS026E76168	0.344	0.134	0.156	0.242	0.361	0.312	0.361
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.0	0.004	0.0	0.002	0.163	0.002	0.0
APOE	P02649	False	APOE_HUMAN		CPI-SS02EAE9C0B	0.005	0.0	0.0	0.002	0.006	0.003	0.007
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS02A53F29E	0.344	0.134	0.156	0.242	0.361	0.312	0.361
PSAP	P07602	False	PSAP_HUMAN		CPI-SS00D15753B	0.595	1.022	1.151	0.308	1.362	0.562	0.305
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	0.219	0.714	1.069	0.317	0.952	0.093	0.034
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.261	0.351	0.318	0.356	0.263	0.355	0.372
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS03796A3C1	0.344	0.134	0.156	0.242	0.361	0.312	0.361
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0F276B74E	0.116	0.0	0.0	0.0	0.0	0.0	0.009
JAML	Q86YT9	False	JAML_HUMAN		CPI-SS075296A07	0.0	0.11	0.015	0.003	0.102	0.009	0.033
TMEM167A	Q8TBQ9	False	TMEM167A_HUMAN		CPI-SS01B2A39E8	0.119	0.166	0.184	0.267	0.259	0.159	0.176
PAPLN	O95428	False	PAPLN_HUMAN		CPI-SS0F23DBE89	0.0	0.011	0.0	0.005	0.002	0.003	0.002
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0A5A90AA8	0.005	0.006	0.108	0.008	0.04	0.004	0.007
CSF1	P09603	False	CSF1_HUMAN		CPI-SS00EFF7596	0.005	0.006	0.108	0.008	0.04	0.004	0.007
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.005	0.006	0.108	0.008	0.04	0.004	0.007
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.0	0.0	0.0	0.0	0.0	0.348	0.094
CSF1	P09603	False	CSF1_HUMAN		CPI-SS086615F9B	0.005	0.006	0.108	0.008	0.04	0.004	0.007
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS045B7AEFA	0.019	0.0	0.0	0.001	0.0	0.004	0.024
LILRA1	O75019	False	LILRA1_HUMAN		CPI-SS02B3466B9	0.0	0.015	0.03	0.0	0.079	0.0	0.001
CD3D	P04234	False	CD3D_HUMAN		CPI-SS0684736E9	0.013	0.013	0.0	0.001	0.0	0.032	0.569
CD3G	P09693	False	CD3G_HUMAN		CPI-SS0CA07DF4D	0.0	0.011	0.0	0.005	0.0	0.017	0.439
CD8A	P01732	False	CD8A_HUMAN		CPI-SS0ACA611DA	0.013	0.032	0.0	0.012	0.009	0.1	0.436
LRP5	O75197	False	LRP5_HUMAN		CPI-SS09D03466D	0.0	0.0	0.016	0.016	0.002	0.0	0.001
MET	P08581	False	MET_HUMAN		CPI-SS05AA926F6	0.0	0.0	0.0	0.002	0.019	0.002	0.001
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS032900992	0.0	0.041	0.063	0.099	0.034	0.037	0.012
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS00CFAFE79	0.021	0.0	0.0	0.004	0.002	0.009	0.004
CD9	P21926	False	CD9_HUMAN		CPI-SS050F23BBC	0.0	0.026	0.1	0.011	0.185	0.003	0.001
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	0.662	0.681	1.002	0.852	1.138	0.384	0.891
CD6	P30203	False	CD6_HUMAN		CPI-SS04ACBDE69	0.003	0.01	0.0	0.009	0.0	0.232	0.603
PRLR	P16471	False	PRLR_HUMAN		CPI-SS01205E292	0.006	0.0	0.0	0.001	0.011	0.0	0.0
CD82	P27701	False	CD82_HUMAN		CPI-SS019B0C6B8	0.419	0.303	0.098	0.374	0.238	0.052	0.115
HLA-A	P04439	False	HLA-A_HUMAN		CPI-SS0596B1240	1.332	1.193	1.237	1.125	1.291	1.542	1.45
TGFA	P01135	False	TGFA_HUMAN		CPI-SS06A3BD338	0.0	0.0	0.0	0.0	0.0	0.001	0.0
PLXNB1	O43157	False	PLXNB1_HUMAN		CPI-SS0F7F48304	0.0	0.0	0.0	0.008	0.0	0.005	0.001
NRG2	O14511	False	NRG2_HUMAN		CPI-SS03F383429	0.004	0.0	0.0	0.004	0.0	0.028	0.015
EREG	O14944	False	EREG_HUMAN		CPI-SS08400820C	0.005	0.194	0.768	0.205	0.638	0.005	0.002
CPNE3	O75131	False	CPNE3_HUMAN		CPI-SS00F563EAF	0.023	0.129	0.129	0.21	0.131	0.12	0.125
TIMP3	P35625	False	TIMP3_HUMAN		CPI-SS0CD901751	0.0	0.0	0.0	0.001	0.0	0.0	0.0
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS0DF570F78	0.024	0.059	0.078	0.15	0.113	0.082	0.055
AXL	P30530	False	AXL_HUMAN		CPI-SS04E607E34	0.0	0.0	0.027	0.0	0.0	0.0	0.001
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS070EEF2CD	0.088	0.269	0.525	0.27	0.664	0.245	0.261
MET	P08581	False	MET_HUMAN		CPI-SS0533D1B76	0.0	0.0	0.0	0.002	0.019	0.002	0.001
ITGA5	P08648	False	ITGA5_HUMAN		CPI-SS0FDFB4A50	0.009	0.316	0.633	0.196	0.527	0.128	0.119
IL6R	P08887	False	IL6R_HUMAN		CPI-SS0386308FF	0.002	0.071	0.052	0.051	0.098	0.003	0.004
TGFA	P01135	False	TGFA_HUMAN		CPI-SS0CEB19F55	0.0	0.0	0.0	0.0	0.0	0.001	0.0
MUC1	P15941	False	MUC1_HUMAN		CPI-SS05316CA0D	0.0	0.006	0.024	0.015	0.014	0.0	0.002
IL6R	P08887	False	IL6R_HUMAN		CPI-SS0CA096754	0.002	0.071	0.052	0.051	0.098	0.003	0.004
PROS1	P07225	False	PROS1_HUMAN		CPI-SS0C85BC9AF	0.005	0.0	0.0	0.0	0.0	0.0	0.0
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS0C25DCDE2	0.075	0.157	0.229	0.208	0.293	0.257	0.097
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS08A9FC919	0.021	0.0	0.0	0.004	0.002	0.009	0.004
MET	P08581	False	MET_HUMAN		CPI-SS0932B3D4F	0.0	0.0	0.0	0.002	0.019	0.002	0.001
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS073E10C24	0.013	0.01	0.0	0.0	0.0	0.0	0.001
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS0EA554877	0.01	0.042	0.0	0.005	0.002	0.008	0.012
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS090EF326A	0.0	0.0	0.038	0.02	0.014	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS04E4E70A8	0.01	0.0	0.0	0.004	0.025	0.002	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0F5FE7F63	0.017	0.08	0.125	0.026	0.057	0.036	0.017
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS052990001	0.088	0.269	0.525	0.27	0.664	0.245	0.261
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS02DF30D00	0.019	0.0	0.0	0.001	0.0	0.004	0.024
LPL	P06858	False	LPL_HUMAN		CPI-SS0502DBF76	0.0	0.0	0.0	0.0	0.003	0.0	0.0
TLR2	O60603	False	TLR2_HUMAN		CPI-SS0B144AD0C	0.009	0.067	0.176	0.055	0.171	0.007	0.002
TLR3	O15455	False	TLR3_HUMAN		CPI-SS0CD2B7D51	0.0	0.0	0.0	0.001	0.0	0.018	0.007
MMP2	P08253	False	MMP2_HUMAN		CPI-SS084577134	0.0	0.0	0.043	0.107	0.004	0.001	0.0
SPARC	P09486	False	SPARC_HUMAN		CPI-SS00F27FBDF	0.0	0.023	0.432	0.163	0.096	0.001	0.001
FRS3	O43559	False	FRS3_HUMAN		CPI-SS0445B2471	0.0	0.005	0.0	0.0	0.0	0.001	0.004
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0F1F57934	0.041	0.094	0.189	0.032	0.218	0.015	0.011
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS067EA6552	0.021	0.0	0.0	0.004	0.002	0.009	0.004
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS09032AAA5	0.088	0.269	0.525	0.27	0.664	0.245	0.261
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0EE6E46E7	0.0	0.041	0.063	0.099	0.034	0.037	0.012
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0E14775AE	0.0	0.094	0.0	0.0	0.007	0.0	0.001
PLXNB1	O43157	False	PLXNB1_HUMAN		CPI-SS05438499B	0.0	0.0	0.0	0.008	0.0	0.005	0.001
TNFRSF10B	O14763	False	TNFRSF10B_HUMAN		CPI-SS03BF95E36	0.08	0.063	0.066	0.038	0.096	0.023	0.066
ADAM10	O14672	False	ADAM10_HUMAN		CPI-SS086BFF188	0.075	0.157	0.229	0.208	0.293	0.257	0.097
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0BC7CD11B	0.099	0.233	0.19	0.256	0.289	0.069	0.026
RET	P07949	False	RET_HUMAN		CPI-SS0511FD78F	0.0	0.007	0.0	0.005	0.0	0.0	0.0
MET	P08581	False	MET_HUMAN		CPI-SS0FB93FBEF	0.0	0.0	0.0	0.002	0.019	0.002	0.001
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0098257EA	0.088	0.269	0.525	0.27	0.664	0.245	0.261
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0DBAA0A77	0.039	0.071	0.074	0.079	0.072	0.054	0.133
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.0	0.094	0.0	0.0	0.007	0.0	0.001
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.116	0.013	0.0	0.0	0.011	0.0	0.001
VCAN	P13611	False	VCAN_HUMAN		CPI-SS0280EF69B	0.0	0.271	0.731	0.016	1.119	0.005	0.002
RET	P07949	False	RET_HUMAN		CPI-SS07FF77061	0.0	0.007	0.0	0.005	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS002DA4C91	0.104	0.038	0.106	0.077	0.082	0.065	0.041
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS04F4AE28E	0.0	0.0	0.0	0.001	0.0	0.0	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS071C34408	0.017	0.08	0.125	0.026	0.057	0.036	0.017
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS03886FA00	0.013	0.01	0.0	0.009	0.01	0.063	0.051
NOTCH1	P46531	False	NOTCH1_HUMAN		CPI-SS0151341E0	0.024	0.059	0.078	0.15	0.113	0.082	0.055
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0726A9CCA	0.021	0.0	0.0	0.004	0.002	0.009	0.004
TLR4	O00206	False	TLR4_HUMAN		CPI-SS00CF7ADDC	0.0	0.039	0.104	0.008	0.281	0.002	0.0
TGFBR1	P36897	False	TGFBR1_HUMAN		CPI-SS065FFAF5E	0.15	0.313	0.214	0.143	0.19	0.084	0.041
TGFBR2	P37173	False	TGFBR2_HUMAN		CPI-SS0DC9E4DF9	0.201	0.403	0.144	0.123	0.203	0.203	0.18
CALM3	P0DP25	False	CALM3_HUMAN		CPI-SS0649F034F	0.179	0.36	0.387	0.313	0.51	0.348	0.238
PSAP	P07602	False	PSAP_HUMAN		CPI-SS070ABC196	0.595	1.022	1.151	0.308	1.362	0.562	0.305
PLXNB2	O15031	False	PLXNB2_HUMAN		CPI-SS0C19D082D	0.027	0.131	0.259	0.091	0.291	0.006	0.002
INSR	P06213	False	INSR_HUMAN		CPI-SS054624553	0.005	0.044	0.138	0.121	0.089	0.002	0.0
ABCA1	O95477	False	ABCA1_HUMAN		CPI-SS03EC5E8EB	0.033	0.116	0.22	0.132	0.268	0.01	0.053
KCNN4	O15554	False	KCNN4_HUMAN		CPI-SS0EFBB65F4	0.116	0.064	0.276	0.036	0.074	0.002	0.003
HMMR	O75330	False	HMMR_HUMAN		CPI-SS0565456DB	0.0	0.0	0.043	0.001	0.0	0.001	0.001
INSR	P06213	False	INSR_HUMAN		CPI-SS0F6115075	0.005	0.044	0.138	0.121	0.089	0.002	0.0
ABCA1	O95477	False	ABCA1_HUMAN		CPI-SS05F06B713	0.033	0.116	0.22	0.132	0.268	0.01	0.053
INSR	P06213	False	INSR_HUMAN		CPI-SS05F7D222D	0.005	0.044	0.138	0.121	0.089	0.002	0.0
ESR1	P03372	False	ESR1_HUMAN		CPI-SS0BBDA0C3F	0.01	0.0	0.02	0.011	0.0	0.001	0.0
ABCA1	O95477	False	ABCA1_HUMAN		CPI-SS0A588506B	0.033	0.116	0.22	0.132	0.268	0.01	0.053
ADCY9	O60503	False	ADCY9_HUMAN		CPI-SS0FB2F97CA	0.019	0.049	0.027	0.012	0.036	0.051	0.015
S1PR4	O95977	False	S1PR4_HUMAN		CPI-SS034060D56	0.041	0.041	0.093	0.067	0.059	0.048	0.205
TLR2	O60603	False	TLR2_HUMAN		CPI-SS0656275A7	0.009	0.067	0.176	0.055	0.171	0.007	0.002
DYSF	O75923	False	DYSF_HUMAN		CPI-SS053D86BD9	0.0	0.009	0.0	0.002	0.008	0.005	0.004
MFAP3L	O75121	False	MFAP3L_HUMAN		CPI-SS077C35726	0.0	0.0	0.0	0.003	0.003	0.0	0.002
DYSF	O75923	False	DYSF_HUMAN		CPI-SS0B490E802	0.0	0.009	0.0	0.002	0.008	0.005	0.004
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS089283EF5	0.021	0.0	0.0	0.004	0.002	0.009	0.004
HLA-DPB1	P04440	False	HLA-DPB1_HUMAN		CPI-SS0EDD3F6A8	1.372	1.034	0.105	0.072	0.321	0.209	0.236
ADGRL1	O94910	False	ADGRL1_HUMAN		CPI-SS09375CA29	0.0	0.007	0.016	0.014	0.004	0.01	0.005
CNIH1	O95406	False	CNIH1_HUMAN		CPI-SS04767DDF0	0.387	0.289	0.438	0.22	0.581	0.135	0.187
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS0ECA3C270	0.142	0.44	0.892	0.216	1.02	1.045	0.359
IL2RA	P01589	False	IL2RA_HUMAN		CPI-SS045A92630	0.0	0.0	0.0	0.0	0.0	0.0	0.01
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS096307FED	0.021	0.0	0.0	0.004	0.002	0.009	0.004
CD74	P04233	False	CD74_HUMAN		CPI-SS0ABC5C1B8	1.623	1.525	0.726	0.717	1.081	0.496	0.494
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.041	0.094	0.189	0.032	0.218	0.015	0.011
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS0FCB7A7D8	0.021	0.0	0.0	0.004	0.002	0.009	0.004
IFNAR1	P17181	False	IFNAR1_HUMAN		CPI-SS078A6F3C9	0.142	0.182	0.2	0.103	0.215	0.069	0.071
TNFRSF1A	P19438	False	TNFRSF1A_HUMAN		CPI-SS0DA033F03	0.004	0.185	0.164	0.237	0.37	0.031	0.035
TNFRSF1B	P20333	False	TNFRSF1B_HUMAN		CPI-SS0C4E86714	0.43	0.336	0.4	0.04	0.8	0.441	0.268
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS09406A30A	0.0	0.041	0.063	0.099	0.034	0.037	0.012
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.0	0.0	0.0	0.0	0.013	0.001	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS079EEDE8D	0.021	0.0	0.0	0.004	0.002	0.009	0.004
C3	P01024	False	C3_HUMAN		CPI-SS04F28628D	0.0	0.0	0.02	0.0	0.011	0.003	0.0
PROC	P04070	False	PROC_HUMAN		CPI-SS028F0D726	0.0	0.308	0.0	0.007	0.002	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DAFE24B6	0.005	0.087	0.028	0.021	0.022	0.001	0.001
PLAT	P00750	False	PLAT_HUMAN		CPI-SS008DD1B5A	0.0	0.0	0.0	0.005	0.0	0.003	0.013
HP	P00738	False	HP_HUMAN		CPI-SS032131570	0.0	0.0	0.086	0.0	0.064	0.001	0.0
C3	P01024	False	C3_HUMAN		CPI-SS028712007	0.0	0.0	0.02	0.0	0.011	0.003	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS06DD43A6C	0.041	0.094	0.189	0.032	0.218	0.015	0.011
PROC	P04070	False	PROC_HUMAN		CPI-SS014B6C7D1	0.0	0.308	0.0	0.007	0.002	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS01562ACBC	0.005	0.087	0.028	0.021	0.022	0.001	0.001
PLAT	P00750	False	PLAT_HUMAN		CPI-SS026AF1BB4	0.0	0.0	0.0	0.005	0.0	0.003	0.013
HP	P00738	False	HP_HUMAN		CPI-SS069A7D8CC	0.0	0.0	0.086	0.0	0.064	0.001	0.0
CFH	P08603	False	CFH_HUMAN		CPI-SS0A6D0A416	0.0	0.0	0.0	0.004	0.003	0.002	0.028
CD36	P16671	False	CD36_HUMAN		CPI-SS0CC58BC47	0.01	0.262	0.245	0.007	0.53	0.005	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS0827A3BF8	0.0	0.271	0.731	0.016	1.119	0.005	0.002
CD14	P08571	False	CD14_HUMAN		CPI-SS0EB12B326	0.016	0.07	0.206	0.0	0.61	0.014	0.008
ZG16B	Q96DA0	False	ZG16B_HUMAN		CPI-SS061666DC1	0.0	0.0	0.0	0.009	0.018	0.0	0.0
IRAK4	Q9NWZ3	False	IRAK4_HUMAN		CPI-SS0552B6252	0.032	0.166	0.077	0.074	0.051	0.078	0.064
POMC	P01189	False	POMC_HUMAN		CPI-SS00BD8FF72	0.051	0.0	0.0	0.002	0.0	0.03	0.047
ASIP	P42127	False	ASIP_HUMAN		CPI-SS019ABECEC	0.0	0.017	0.0	0.0	0.0	0.0	0.0
POMC	P01189	False	POMC_HUMAN		CPI-SS06BC722B5	0.051	0.0	0.0	0.002	0.0	0.03	0.047
FN1	P02751	False	FN1_HUMAN		CPI-SS07318104A	0.01	0.0	0.0	0.004	0.025	0.002	0.0
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS0FDAB7BA8	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CCL5	P13501	False	CCL5_HUMAN		CPI-SS03F7256B7	0.0	0.032	0.0	0.018	0.001	1.175	0.835
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	0.0	0.092	0.156	0.11	0.209	0.003	0.002
IGF2R	P11717	False	IGF2R_HUMAN		CPI-SS0F3C30371	0.039	0.285	0.0	0.006	0.141	0.306	0.117
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0AE21B38F	0.533	0.744	0.615	0.615	0.74	0.8	0.878
ADA	P00813	False	ADA_HUMAN		CPI-SS0C5D2E4C2	0.013	0.09	0.094	0.173	0.078	0.055	0.044
PAM	P19021	False	PAM_HUMAN		CPI-SS0C80895AD	0.0	0.007	0.055	0.017	0.024	0.05	0.025
SCT	P09683	False	SCT_HUMAN		CPI-SS0CB25BBAE	0.0	0.291	0.0	0.0	0.0	0.0	0.001
ARPC5	O15511	False	ARPC5_HUMAN		CPI-SS04A88BD66	0.14	0.313	0.666	0.282	0.579	0.167	0.123
F8	P00451	False	F8_HUMAN		CPI-SS0B0911C23	0.0	0.009	0.021	0.002	0.01	0.003	0.003
LRP3	O75074	False	LRP3_HUMAN		CPI-SS0C0206F07	0.0	0.0	0.0	0.002	0.0	0.0	0.0
B2M	P61769	False	B2M_HUMAN		CPI-SS07A05C698	1.561	1.549	1.484	1.426	1.529	1.772	1.691
LTF	P02788	False	LTF_HUMAN		CPI-SS0994D4DD1	0.004	0.0	0.0	0.0	0.045	0.007	0.0
P4HB	P07237	False	P4HB_HUMAN		CPI-SS00BCAE157	0.171	0.736	0.808	0.355	0.604	0.453	0.371
RGMA	Q96B86	False	RGMA_HUMAN		CPI-SS09F2B397A	0.0	0.0	0.0	0.001	0.003	0.005	0.006
MIF	P14174	False	MIF_HUMAN		CPI-SS018633D28	0.558	0.808	1.015	0.959	0.957	0.823	0.771
CD74	P04233	False	CD74_HUMAN		CPI-SS0E4634D3D	1.623	1.525	0.726	0.717	1.081	0.496	0.494
ADM	P35318	False	ADM_HUMAN		CPI-SS0C8E4D226	0.009	0.104	0.0	0.012	0.163	0.0	0.003
INSR	P06213	False	INSR_HUMAN		CPI-SS07A876CEC	0.005	0.044	0.138	0.121	0.089	0.002	0.0
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.004	0.005	0.027	0.0	0.024	0.006	0.006
CHRM3	P20309	False	CHRM3_HUMAN		CPI-SS0FB415F14	0.0	0.0	0.0	0.001	0.0	0.0	0.0
INSR	P06213	False	INSR_HUMAN		CPI-SS0B18FF3DC	0.005	0.044	0.138	0.121	0.089	0.002	0.0
ADORA2A	P29274	False	ADORA2A_HUMAN		CPI-SS00A6D366F	0.047	0.05	0.019	0.01	0.052	0.01	0.007
INSR	P06213	False	INSR_HUMAN		CPI-SS0B116E935	0.005	0.044	0.138	0.121	0.089	0.002	0.0
INSR	P06213	False	INSR_HUMAN		CPI-SS099F84931	0.005	0.044	0.138	0.121	0.089	0.002	0.0
ITGB5	P18084	False	ITGB5_HUMAN		CPI-SS0F1D5F98C	0.0	0.007	0.0	0.0	0.013	0.0	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS0F5F247FA	0.005	0.006	0.024	0.003	0.007	0.004	0.008
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS0A35FB6B2	1.144	0.92	0.927	0.445	0.879	1.355	1.343
IL1B	P01584	False	IL1B_HUMAN		CPI-SS0FA4C032E	0.0	0.006	0.091	0.019	0.069	0.011	0.005
PTPRD	P23468	False	PTPRD_HUMAN		CPI-SS096F8C268	0.0	0.0	0.0	0.0	0.002	0.0	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS086F4422E	0.023	0.159	0.0	0.0	0.0	0.0	0.001
IL1RN	P18510	False	IL1RN_HUMAN		CPI-SS04C75AFF1	0.0	0.032	0.129	0.005	0.085	0.008	0.001
IL1R1	P14778	False	IL1R1_HUMAN		CPI-SS0C3EA601F	0.004	0.021	0.0	0.004	0.035	0.0	0.003
IL1B	P01584	False	IL1B_HUMAN		CPI-SS09EEF8B61	0.0	0.006	0.091	0.019	0.069	0.011	0.005
